<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
12/07/22,15:00:00,1.0019900,1.0069500,1.0016000,1.0039400,182559
12/07/22,16:00:00,1.0039700,1.0055300,1.0031000,1.0053300,161432
12/07/22,17:00:00,1.0053100,1.0058700,1.0031000,1.0046400,186289
12/07/22,18:00:00,1.0046900,1.0063600,1.0040000,1.0049600,200432
12/07/22,19:00:00,1.0049700,1.0073800,1.0047000,1.0067700,131658
12/07/22,20:00:00,1.0068600,1.0072600,1.0058000,1.0061600,76371
12/07/22,21:00:00,1.0061700,1.0064500,1.0050000,1.0058400,72858
12/07/22,22:00:00,1.0058400,1.0062200,1.0041000,1.0044500,67220
12/07/22,23:00:00,1.0044500,1.0047100,1.0030000,1.0031900,87050
13/07/22,00:00:00,1.0031800,1.0041700,1.0030000,1.0036300,28849
13/07/22,01:00:00,1.0035000,1.0039000,1.0030000,1.0034700,5617
13/07/22,02:00:00,1.0035500,1.0039000,1.0023000,1.0030000,23903
13/07/22,03:00:00,1.0031200,1.0034000,1.0024000,1.0030000,37877
13/07/22,04:00:00,1.0030200,1.0039600,1.0025000,1.0030000,87918
13/07/22,05:00:00,1.0030200,1.0045300,1.0021000,1.0025000,107585
13/07/22,06:00:00,1.0027200,1.0041500,1.0021000,1.0040100,87305
13/07/22,07:00:00,1.0039300,1.0047100,1.0033000,1.0036100,72939
13/07/22,08:00:00,1.0036200,1.0040300,1.0031000,1.0035300,42912
13/07/22,09:00:00,1.0035600,1.0041000,1.0029000,1.0036900,74802
13/07/22,10:00:00,1.0037200,1.0050600,1.0028000,1.0032700,137526
13/07/22,11:00:00,1.0033300,1.0053000,1.0005000,1.0032600,208376
13/07/22,12:00:00,1.0031900,1.0048100,1.0021000,1.0036400,156219
13/07/22,13:00:00,1.0036700,1.0041600,1.0030000,1.0036500,102222
13/07/22,14:00:00,1.0037200,1.0067500,1.0034000,1.0060800,115265
13/07/22,15:00:00,1.0061000,1.0069700,1.0049000,1.0067700,123176
13/07/22,16:00:00,1.0067600,1.0101900,0.9996000,1.0019400,336533
13/07/22,17:00:00,1.0020200,1.0049300,1.0007000,1.0020900,302815
13/07/22,18:00:00,1.0020200,1.0122200,1.0015900,1.0107200,355387
13/07/22,19:00:00,1.0107100,1.0115000,1.0072000,1.0077900,200952
13/07/22,20:00:00,1.0077600,1.0097400,1.0075000,1.0082100,119044
13/07/22,21:00:00,1.0081400,1.0087400,1.0072000,1.0081100,107987
13/07/22,22:00:00,1.0080300,1.0081200,1.0059000,1.0062000,149713
13/07/22,23:00:00,1.0062800,1.0064500,1.0052000,1.0058800,78277
14/07/22,00:00:00,1.0058800,1.0062000,1.0051700,1.0059000,34410
14/07/22,01:00:00,1.0055500,1.0062500,1.0053000,1.0055300,4901
14/07/22,02:00:00,1.0056900,1.0058900,1.0048000,1.0053000,27272
14/07/22,03:00:00,1.0053700,1.0053800,1.0029000,1.0033800,56315
14/07/22,04:00:00,1.0033900,1.0043500,1.0019000,1.0021200,98947
14/07/22,05:00:00,1.0022000,1.0028100,1.0013000,1.0018300,125761
14/07/22,06:00:00,1.0018400,1.0028600,1.0012000,1.0020800,94327
14/07/22,07:00:00,1.0021800,1.0040300,1.0020000,1.0032600,67465
14/07/22,08:00:00,1.0032900,1.0034500,1.0019000,1.0022200,43791
14/07/22,09:00:00,1.0022800,1.0025300,1.0013000,1.0017700,86665
14/07/22,10:00:00,1.0018700,1.0027200,1.0004000,1.0005900,139708
14/07/22,11:00:00,1.0006500,1.0046300,1.0004000,1.0036000,221921
14/07/22,12:00:00,1.0035500,1.0041500,1.0013000,1.0019800,181722
14/07/22,13:00:00,1.0020000,1.0050600,1.0017000,1.0046100,165456
14/07/22,14:00:00,1.0045900,1.0047800,1.0011000,1.0015700,151133
14/07/22,15:00:00,1.0016000,1.0018100,1.0003000,1.0009200,164636
14/07/22,16:00:00,1.0009400,1.0016900,1.0000000,1.0002100,178941
14/07/22,17:00:00,1.0002100,1.0012000,0.9950000,0.9980400,276854
14/07/22,18:00:00,0.9980400,0.9999500,0.9958000,0.9996100,219206
14/07/22,19:00:00,0.9995900,1.0047900,0.9992000,1.0026000,286403
14/07/22,20:00:00,1.0027000,1.0035800,0.9982000,0.9990400,181626
14/07/22,21:00:00,0.9990500,1.0015100,0.9988000,1.0013000,142543
14/07/22,22:00:00,1.0013900,1.0037700,1.0010000,1.0029200,121255
14/07/22,23:00:00,1.0029200,1.0032000,1.0011000,1.0015400,99119
15/07/22,00:00:00,1.0015600,1.0023100,1.0008000,1.0015000,35497
15/07/22,01:00:00,1.0016400,1.0019100,1.0014000,1.0018300,12286
15/07/22,02:00:00,1.0018600,1.0023900,1.0015000,1.0018300,24125
15/07/22,03:00:00,1.0018100,1.0026500,1.0013000,1.0026500,35222
15/07/22,04:00:00,1.0026100,1.0027700,1.0009000,1.0018700,96344
15/07/22,05:00:00,1.0018700,1.0033500,1.0016000,1.0032900,94951
15/07/22,06:00:00,1.0032000,1.0041400,1.0028000,1.0036200,78446
15/07/22,07:00:00,1.0037000,1.0037700,1.0023000,1.0025300,53607
15/07/22,08:00:00,1.0025500,1.0033800,1.0021000,1.0030600,42854
15/07/22,09:00:00,1.0030600,1.0031500,1.0017000,1.0020700,62065
15/07/22,10:00:00,1.0020700,1.0024800,1.0006000,1.0016000,144229
15/07/22,11:00:00,1.0015700,1.0035600,1.0005000,1.0028200,170302
15/07/22,12:00:00,1.0028400,1.0033000,1.0015000,1.0030900,116251
15/07/22,13:00:00,1.0030900,1.0048900,1.0026000,1.0042900,119722
15/07/22,14:00:00,1.0043800,1.0059600,1.0035000,1.0057000,103494
15/07/22,15:00:00,1.0058400,1.0066100,1.0047000,1.0054100,109533
15/07/22,16:00:00,1.0054100,1.0076700,1.0042000,1.0071900,235377
15/07/22,17:00:00,1.0072500,1.0084800,1.0039000,1.0045000,223007
15/07/22,18:00:00,1.0044100,1.0088100,1.0043900,1.0080400,271651
15/07/22,19:00:00,1.0080100,1.0098200,1.0075000,1.0090000,149645
15/07/22,20:00:00,1.0090000,1.0090300,1.0070000,1.0081100,79165
15/07/22,21:00:00,1.0081100,1.0094000,1.0073000,1.0076300,70763
15/07/22,22:00:00,1.0076500,1.0082500,1.0071000,1.0079200,52255
15/07/22,23:00:00,1.0079800,1.0083400,1.0071000,1.0082100,57907
16/07/22,00:00:00,1.0082100,1.0088000,1.0078000,1.0084300,24121
17/07/22,23:00:00,1.0083600,1.0083600,1.0083600,1.0083600,1
18/07/22,00:00:00,1.0087000,1.0087000,1.0082600,1.0084600,18
18/07/22,01:00:00,1.0082300,1.0084800,1.0078000,1.0083300,4225
18/07/22,02:00:00,1.0083500,1.0088900,1.0077000,1.0084600,28741
18/07/22,03:00:00,1.0084600,1.0098000,1.0079000,1.0097400,44002
18/07/22,04:00:00,1.0097300,1.0098600,1.0085000,1.0091500,57118
18/07/22,05:00:00,1.0091300,1.0111300,1.0090000,1.0108200,76436
18/07/22,06:00:00,1.0109000,1.0114400,1.0099000,1.0101200,52386
18/07/22,07:00:00,1.0101200,1.0110300,1.0100000,1.0104000,56617
18/07/22,08:00:00,1.0103500,1.0104900,1.0085000,1.0091400,44410
18/07/22,09:00:00,1.0091000,1.0105600,1.0086000,1.0088100,56913
18/07/22,10:00:00,1.0087900,1.0111900,1.0079000,1.0110800,128255
18/07/22,11:00:00,1.0110500,1.0149200,1.0102000,1.0145400,208366
18/07/22,12:00:00,1.0145800,1.0149400,1.0118000,1.0130300,142763
18/07/22,13:00:00,1.0130200,1.0158100,1.0122000,1.0155000,118269
18/07/22,14:00:00,1.0155000,1.0175300,1.0149000,1.0156300,102145
18/07/22,15:00:00,1.0155600,1.0159700,1.0136000,1.0142100,105396
18/07/22,16:00:00,1.0141000,1.0147200,1.0118000,1.0136400,137534
18/07/22,17:00:00,1.0136400,1.0165900,1.0122000,1.0155300,159968
18/07/22,18:00:00,1.0154900,1.0201300,1.0153000,1.0193200,189712
18/07/22,19:00:00,1.0194000,1.0198000,1.0156000,1.0160100,128045
18/07/22,20:00:00,1.0159800,1.0177200,1.0157000,1.0166400,77564
18/07/22,21:00:00,1.0167100,1.0177400,1.0151000,1.0154400,79905
18/07/22,22:00:00,1.0153700,1.0160000,1.0148000,1.0150700,72312
18/07/22,23:00:00,1.0150800,1.0155900,1.0139000,1.0142600,85402
19/07/22,00:00:00,1.0143200,1.0146200,1.0139100,1.0142100,26161
19/07/22,01:00:00,1.0142000,1.0147000,1.0137400,1.0144000,8660
19/07/22,02:00:00,1.0145800,1.0148600,1.0140000,1.0140700,28166
19/07/22,03:00:00,1.0141300,1.0147100,1.0137000,1.0146100,36578
19/07/22,04:00:00,1.0146200,1.0147500,1.0127000,1.0128000,57686
19/07/22,05:00:00,1.0128100,1.0137000,1.0118000,1.0122300,74720
19/07/22,06:00:00,1.0122400,1.0135000,1.0120000,1.0129300,63956
19/07/22,07:00:00,1.0129100,1.0138300,1.0122000,1.0127100,55549
19/07/22,08:00:00,1.0125000,1.0143400,1.0123000,1.0127200,57148
19/07/22,09:00:00,1.0127600,1.0154500,1.0125000,1.0147200,87892
19/07/22,10:00:00,1.0147300,1.0169000,1.0144000,1.0165900,129387
19/07/22,11:00:00,1.0166100,1.0243900,1.0163000,1.0241200,261794
19/07/22,12:00:00,1.0241200,1.0253400,1.0223000,1.0243900,189818
19/07/22,13:00:00,1.0243800,1.0259000,1.0218000,1.0241400,167417
19/07/22,14:00:00,1.0240700,1.0269200,1.0239000,1.0263700,151391
19/07/22,15:00:00,1.0264100,1.0267400,1.0249000,1.0253200,133673
19/07/22,16:00:00,1.0253500,1.0254200,1.0223000,1.0228000,150374
19/07/22,17:00:00,1.0229100,1.0256500,1.0227000,1.0241100,166196
19/07/22,18:00:00,1.0241300,1.0264900,1.0227000,1.0245400,250282
19/07/22,19:00:00,1.0245200,1.0254900,1.0229000,1.0238500,144593
19/07/22,20:00:00,1.0238900,1.0245200,1.0228000,1.0240000,81723
19/07/22,21:00:00,1.0240000,1.0244400,1.0233000,1.0235300,63048
19/07/22,22:00:00,1.0235400,1.0236500,1.0224000,1.0231700,64890
19/07/22,23:00:00,1.0231600,1.0231900,1.0220000,1.0221300,94686
20/07/22,00:00:00,1.0220600,1.0227400,1.0220000,1.0225100,31759
20/07/22,01:00:00,1.0225100,1.0234000,1.0222600,1.0227900,11669
20/07/22,02:00:00,1.0227900,1.0241500,1.0222400,1.0235100,27006
20/07/22,03:00:00,1.0235100,1.0237100,1.0228000,1.0230400,40082
20/07/22,04:00:00,1.0230400,1.0248700,1.0229000,1.0245800,44189
20/07/22,05:00:00,1.0245900,1.0247000,1.0231000,1.0233800,51739
20/07/22,06:00:00,1.0233000,1.0243000,1.0229000,1.0241700,52769
20/07/22,07:00:00,1.0241400,1.0245900,1.0237000,1.0242900,43295
20/07/22,08:00:00,1.0243100,1.0248100,1.0240000,1.0243300,41575
20/07/22,09:00:00,1.0242800,1.0247200,1.0234000,1.0237900,60336
20/07/22,10:00:00,1.0237300,1.0250800,1.0227000,1.0249600,112818
20/07/22,11:00:00,1.0249600,1.0273100,1.0220000,1.0225800,197901
20/07/22,12:00:00,1.0225000,1.0244200,1.0218000,1.0231200,159547
20/07/22,13:00:00,1.0231200,1.0252800,1.0228000,1.0251200,103624
20/07/22,14:00:00,1.0251000,1.0251900,1.0172000,1.0197600,170882
20/07/22,15:00:00,1.0197200,1.0214400,1.0179000,1.0190700,134761
20/07/22,16:00:00,1.0190900,1.0220600,1.0178000,1.0210800,173574
20/07/22,17:00:00,1.0211000,1.0237800,1.0207000,1.0214000,184468
20/07/22,18:00:00,1.0215300,1.0225900,1.0202000,1.0212200,182445
20/07/22,19:00:00,1.0212100,1.0217300,1.0194000,1.0213000,127831
20/07/22,20:00:00,1.0214600,1.0217300,1.0182000,1.0189700,93718
20/07/22,21:00:00,1.0190200,1.0193300,1.0154000,1.0157200,131313
20/07/22,22:00:00,1.0157200,1.0177400,1.0155000,1.0176800,86163
20/07/22,23:00:00,1.0176400,1.0184000,1.0172000,1.0177400,57422
21/07/22,00:00:00,1.0177400,1.0183600,1.0172000,1.0177100,37345
21/07/22,01:00:00,1.0178000,1.0180700,1.0173400,1.0179100,6483
21/07/22,02:00:00,1.0178200,1.0187900,1.0176900,1.0181200,23843
21/07/22,03:00:00,1.0181300,1.0185000,1.0175000,1.0180700,38329
21/07/22,04:00:00,1.0180800,1.0193500,1.0177000,1.0186600,66158
21/07/22,05:00:00,1.0186200,1.0194900,1.0180000,1.0193900,74898
21/07/22,06:00:00,1.0193800,1.0210400,1.0189000,1.0209200,57267
21/07/22,07:00:00,1.0209200,1.0213500,1.0202000,1.0208000,67288
21/07/22,08:00:00,1.0207000,1.0225500,1.0204000,1.0222000,68479
21/07/22,09:00:00,1.0223100,1.0228400,1.0209000,1.0221900,78164
21/07/22,10:00:00,1.0222700,1.0230600,1.0200000,1.0205400,141995
21/07/22,11:00:00,1.0205300,1.0217900,1.0189000,1.0195900,211263
21/07/22,12:00:00,1.0195200,1.0196600,1.0169000,1.0191100,186873
21/07/22,13:00:00,1.0191100,1.0191400,1.0164000,1.0181600,134157
21/07/22,14:00:00,1.0181000,1.0199100,1.0178000,1.0188600,119365
21/07/22,15:00:00,1.0188800,1.0196700,1.0178000,1.0190300,140603
21/07/22,16:00:00,1.0190100,1.0278100,1.0186000,1.0264200,354289
21/07/22,17:00:00,1.0264200,1.0275200,1.0152000,1.0211600,356811
21/07/22,18:00:00,1.0212100,1.0214100,1.0167400,1.0191000,235128
21/07/22,19:00:00,1.0191300,1.0212300,1.0181000,1.0200300,148111
21/07/22,20:00:00,1.0199900,1.0200300,1.0173000,1.0181400,101477
21/07/22,21:00:00,1.0180400,1.0188700,1.0171200,1.0183700,84457
21/07/22,22:00:00,1.0183600,1.0200000,1.0181000,1.0193000,66267
21/07/22,23:00:00,1.0192500,1.0211900,1.0190000,1.0211100,73965
22/07/22,00:00:00,1.0211500,1.0233600,1.0203000,1.0229000,49907
22/07/22,01:00:00,1.0227100,1.0229900,1.0223000,1.0226300,6633
22/07/22,02:00:00,1.0226100,1.0228200,1.0220000,1.0222800,27893
22/07/22,03:00:00,1.0223300,1.0230600,1.0218000,1.0220000,43373
22/07/22,04:00:00,1.0220000,1.0221600,1.0201000,1.0204000,68300
22/07/22,05:00:00,1.0204000,1.0208300,1.0189000,1.0202000,82246
22/07/22,06:00:00,1.0202100,1.0203300,1.0191000,1.0195400,71724
22/07/22,07:00:00,1.0194800,1.0198000,1.0183000,1.0190100,49242
22/07/22,08:00:00,1.0190200,1.0193600,1.0178000,1.0180300,44820
22/07/22,09:00:00,1.0180100,1.0193600,1.0179000,1.0185000,68329
22/07/22,10:00:00,1.0184700,1.0209000,1.0181000,1.0208500,121353
22/07/22,11:00:00,1.0208100,1.0213500,1.0128900,1.0138500,198339
22/07/22,12:00:00,1.0137700,1.0171800,1.0133000,1.0153200,173301
22/07/22,13:00:00,1.0153200,1.0168200,1.0142000,1.0159200,166916
22/07/22,14:00:00,1.0157000,1.0172500,1.0142000,1.0172100,125443
22/07/22,15:00:00,1.0171600,1.0185700,1.0152000,1.0176000,167024
22/07/22,16:00:00,1.0175800,1.0197100,1.0168000,1.0187300,162488
22/07/22,17:00:00,1.0186400,1.0243000,1.0178000,1.0233500,230604
22/07/22,18:00:00,1.0233600,1.0255300,1.0223000,1.0229600,257231
22/07/22,19:00:00,1.0229800,1.0234500,1.0212000,1.0226800,156953
22/07/22,20:00:00,1.0226000,1.0239300,1.0215000,1.0231700,93001
22/07/22,21:00:00,1.0231700,1.0237600,1.0218000,1.0223300,89785
22/07/22,22:00:00,1.0222700,1.0228700,1.0188000,1.0194300,102534
22/07/22,23:00:00,1.0194600,1.0213000,1.0190000,1.0211700,87649
23/07/22,00:00:00,1.0211900,1.0216100,1.0205000,1.0211900,34098
23/07/22,01:00:00,1.0210000,1.0210000,1.0210000,1.0210000,1
24/07/22,22:00:00,1.0211000,1.0211000,1.0210000,1.0210000,6
24/07/22,23:00:00,1.0206100,1.0210700,1.0206100,1.0210700,6
25/07/22,00:00:00,1.0209000,1.0210800,1.0209000,1.0210800,4
25/07/22,01:00:00,1.0211000,1.0217200,1.0208000,1.0215500,4262
25/07/22,02:00:00,1.0211800,1.0218900,1.0204000,1.0212000,32036
25/07/22,03:00:00,1.0211600,1.0214000,1.0197000,1.0199200,46277
25/07/22,04:00:00,1.0199100,1.0203600,1.0180000,1.0182300,90018
25/07/22,05:00:00,1.0182300,1.0202000,1.0179000,1.0199800,103347
25/07/22,06:00:00,1.0199300,1.0213100,1.0196000,1.0210600,80739
25/07/22,07:00:00,1.0210600,1.0212200,1.0204000,1.0206800,65193
25/07/22,08:00:00,1.0207000,1.0211600,1.0202000,1.0207000,49519
25/07/22,09:00:00,1.0207300,1.0209600,1.0193000,1.0197000,72742
25/07/22,10:00:00,1.0198400,1.0209000,1.0192000,1.0196600,134003
25/07/22,11:00:00,1.0196400,1.0222400,1.0184000,1.0192000,201694
25/07/22,12:00:00,1.0192800,1.0228700,1.0177000,1.0222100,199735
25/07/22,13:00:00,1.0223400,1.0254500,1.0218000,1.0242700,142085
25/07/22,14:00:00,1.0241900,1.0243200,1.0213000,1.0234600,114364
25/07/22,15:00:00,1.0234200,1.0257900,1.0227000,1.0228800,140447
25/07/22,16:00:00,1.0229500,1.0247700,1.0222000,1.0245400,146740
25/07/22,17:00:00,1.0245400,1.0255100,1.0234000,1.0248900,144964
25/07/22,18:00:00,1.0248200,1.0251500,1.0202000,1.0218000,225323
25/07/22,19:00:00,1.0218200,1.0223000,1.0204000,1.0210000,125952
25/07/22,20:00:00,1.0210000,1.0225000,1.0204000,1.0220000,78802
25/07/22,21:00:00,1.0221100,1.0229000,1.0212000,1.0220200,66577
25/07/22,22:00:00,1.0219500,1.0227300,1.0217000,1.0220800,57842
25/07/22,23:00:00,1.0220400,1.0225900,1.0219000,1.0225300,51609
26/07/22,00:00:00,1.0224700,1.0226800,1.0215400,1.0216400,25280
26/07/22,01:00:00,1.0219200,1.0221400,1.0215600,1.0220900,5849
26/07/22,02:00:00,1.0220900,1.0222500,1.0217000,1.0219200,21955
26/07/22,03:00:00,1.0220000,1.0224000,1.0215000,1.0222100,25486
26/07/22,04:00:00,1.0223100,1.0233000,1.0220000,1.0229800,59616
26/07/22,05:00:00,1.0230000,1.0250200,1.0226000,1.0239000,83387
26/07/22,06:00:00,1.0240700,1.0245200,1.0234000,1.0238500,58142
26/07/22,07:00:00,1.0238200,1.0242800,1.0225000,1.0229400,48396
26/07/22,08:00:00,1.0230300,1.0232000,1.0221000,1.0225300,36548
26/07/22,09:00:00,1.0225400,1.0229300,1.0211000,1.0214900,47558
26/07/22,10:00:00,1.0215000,1.0229400,1.0208000,1.0212500,94064
26/07/22,11:00:00,1.0212200,1.0236200,1.0207000,1.0218600,143115
26/07/22,12:00:00,1.0218900,1.0222200,1.0200000,1.0207500,124476
26/07/22,13:00:00,1.0207900,1.0208200,1.0169000,1.0175500,127506
26/07/22,14:00:00,1.0174700,1.0178400,1.0134000,1.0151400,164390
26/07/22,15:00:00,1.0150600,1.0152600,1.0123000,1.0131200,126334
26/07/22,16:00:00,1.0131100,1.0149200,1.0114000,1.0148100,136906
26/07/22,17:00:00,1.0148300,1.0152800,1.0126000,1.0142800,179318
26/07/22,18:00:00,1.0143800,1.0150800,1.0118000,1.0133700,197638
26/07/22,19:00:00,1.0133800,1.0140700,1.0111000,1.0115400,121388
26/07/22,20:00:00,1.0115800,1.0128200,1.0106000,1.0126300,84590
26/07/22,21:00:00,1.0126700,1.0133000,1.0115000,1.0117200,71078
26/07/22,22:00:00,1.0116800,1.0129800,1.0115000,1.0121800,63496
26/07/22,23:00:00,1.0121600,1.0127100,1.0112000,1.0114200,60125
27/07/22,00:00:00,1.0113800,1.0122700,1.0112000,1.0114600,30422
27/07/22,01:00:00,1.0114800,1.0122000,1.0113000,1.0117900,7818
27/07/22,02:00:00,1.0118000,1.0133000,1.0115700,1.0128800,33992
27/07/22,03:00:00,1.0128400,1.0133700,1.0127000,1.0128200,30620
27/07/22,04:00:00,1.0128700,1.0144300,1.0126000,1.0140000,58286
27/07/22,05:00:00,1.0140200,1.0147600,1.0135000,1.0144000,77924
27/07/22,06:00:00,1.0144800,1.0147200,1.0136000,1.0142000,57200
27/07/22,07:00:00,1.0143300,1.0147200,1.0141000,1.0142600,40766
27/07/22,08:00:00,1.0142700,1.0152200,1.0140000,1.0149900,36990
27/07/22,09:00:00,1.0150700,1.0152400,1.0143000,1.0146100,43683
27/07/22,10:00:00,1.0146200,1.0158800,1.0126000,1.0131200,103230
27/07/22,11:00:00,1.0131300,1.0152700,1.0129000,1.0139600,130611
27/07/22,12:00:00,1.0139500,1.0151200,1.0132000,1.0141500,112069
27/07/22,13:00:00,1.0141700,1.0154900,1.0138000,1.0142200,99676
27/07/22,14:00:00,1.0142800,1.0154700,1.0137000,1.0153500,86865
27/07/22,15:00:00,1.0153400,1.0172200,1.0148000,1.0150200,105761
27/07/22,16:00:00,1.0150400,1.0156400,1.0139000,1.0142500,123648
27/07/22,17:00:00,1.0142900,1.0152400,1.0126000,1.0134100,138580
27/07/22,18:00:00,1.0133600,1.0140400,1.0107000,1.0120100,146600
27/07/22,19:00:00,1.0120100,1.0137900,1.0104000,1.0105100,115877
27/07/22,20:00:00,1.0105300,1.0116000,1.0095000,1.0111000,77789
27/07/22,21:00:00,1.0111000,1.0142800,1.0109000,1.0129200,75842
27/07/22,22:00:00,1.0129100,1.0212000,1.0106000,1.0200000,342826
27/07/22,23:00:00,1.0200000,1.0220900,1.0185000,1.0208700,197108
28/07/22,00:00:00,1.0208500,1.0208700,1.0192000,1.0197000,50140
28/07/22,01:00:00,1.0197000,1.0204000,1.0193000,1.0199900,12569
28/07/22,02:00:00,1.0199900,1.0203000,1.0187000,1.0201700,38603
28/07/22,03:00:00,1.0202300,1.0207000,1.0199000,1.0205100,44606
28/07/22,04:00:00,1.0205100,1.0212300,1.0179000,1.0185800,80638
28/07/22,05:00:00,1.0185900,1.0214800,1.0182000,1.0205900,118330
28/07/22,06:00:00,1.0205400,1.0206900,1.0194000,1.0205100,76804
28/07/22,07:00:00,1.0205100,1.0215700,1.0203000,1.0209300,58579
28/07/22,08:00:00,1.0209300,1.0223400,1.0199000,1.0202100,74811
28/07/22,09:00:00,1.0202000,1.0225800,1.0200000,1.0220900,70678
28/07/22,10:00:00,1.0221100,1.0234400,1.0201000,1.0215300,144596
28/07/22,11:00:00,1.0215000,1.0217000,1.0184000,1.0209600,189105
28/07/22,12:00:00,1.0210000,1.0219600,1.0194000,1.0217700,156705
28/07/22,13:00:00,1.0217500,1.0217600,1.0150000,1.0153300,156822
28/07/22,14:00:00,1.0153400,1.0165800,1.0122000,1.0133200,163662
28/07/22,15:00:00,1.0133300,1.0136700,1.0112000,1.0116000,137981
28/07/22,16:00:00,1.0118000,1.0175200,1.0114000,1.0163700,251493
28/07/22,17:00:00,1.0163700,1.0173600,1.0125000,1.0138900,283220
28/07/22,18:00:00,1.0138900,1.0168600,1.0136000,1.0156100,239633
28/07/22,19:00:00,1.0156100,1.0171200,1.0144000,1.0164000,148444
28/07/22,20:00:00,1.0165100,1.0165500,1.0141000,1.0157800,106059
28/07/22,21:00:00,1.0157800,1.0166600,1.0153000,1.0159600,71568
28/07/22,22:00:00,1.0160000,1.0176900,1.0154000,1.0175700,72884
28/07/22,23:00:00,1.0176600,1.0188300,1.0174000,1.0185600,64869
29/07/22,00:00:00,1.0185600,1.0199600,1.0183000,1.0197000,40549
29/07/22,01:00:00,1.0196800,1.0197500,1.0187000,1.0194400,7179
29/07/22,02:00:00,1.0195200,1.0196300,1.0188000,1.0195000,28580
29/07/22,03:00:00,1.0195000,1.0195900,1.0187000,1.0191800,38913
29/07/22,04:00:00,1.0192100,1.0203000,1.0188000,1.0197100,80422
29/07/22,05:00:00,1.0197700,1.0204100,1.0192000,1.0197100,71480
29/07/22,06:00:00,1.0197000,1.0199200,1.0189000,1.0195500,49056
29/07/22,07:00:00,1.0195100,1.0224700,1.0190000,1.0212800,86112
29/07/22,08:00:00,1.0212800,1.0221400,1.0206000,1.0209000,69438
29/07/22,09:00:00,1.0209200,1.0220100,1.0207000,1.0209700,93514
29/07/22,10:00:00,1.0209700,1.0254400,1.0208000,1.0241300,169270
29/07/22,11:00:00,1.0242100,1.0252800,1.0220000,1.0236200,189379
29/07/22,12:00:00,1.0236000,1.0236800,1.0201900,1.0220100,161305
29/07/22,13:00:00,1.0221400,1.0230100,1.0184000,1.0202400,140788
29/07/22,14:00:00,1.0202500,1.0245700,1.0196000,1.0241100,121348
29/07/22,15:00:00,1.0241000,1.0241200,1.0204000,1.0208900,133185
29/07/22,16:00:00,1.0209200,1.0210800,1.0173000,1.0177000,213913
29/07/22,17:00:00,1.0177300,1.0177300,1.0144000,1.0165000,203882
29/07/22,18:00:00,1.0164900,1.0197900,1.0151000,1.0194700,247608
29/07/22,19:00:00,1.0195100,1.0213000,1.0190000,1.0200000,190853
29/07/22,20:00:00,1.0200800,1.0210800,1.0176000,1.0196900,104201
29/07/22,21:00:00,1.0196500,1.0214200,1.0192000,1.0209900,70232
29/07/22,22:00:00,1.0208000,1.0220500,1.0205000,1.0219900,63591
29/07/22,23:00:00,1.0219900,1.0222900,1.0211000,1.0220800,69040
30/07/22,00:00:00,1.0220800,1.0227100,1.0215000,1.0224800,31842
31/07/22,22:00:00,1.0219000,1.0219000,1.0218000,1.0218000,6
01/08/22,01:00:00,1.0216000,1.0222500,1.0212600,1.0218300,6584
01/08/22,02:00:00,1.0218300,1.0224400,1.0206800,1.0214700,38917
01/08/22,03:00:00,1.0214800,1.0216700,1.0204000,1.0210200,43633
01/08/22,04:00:00,1.0210200,1.0226300,1.0206000,1.0220100,98613
01/08/22,05:00:00,1.0219900,1.0240400,1.0214000,1.0232800,115717
01/08/22,06:00:00,1.0232600,1.0241400,1.0230000,1.0239900,64963
01/08/22,07:00:00,1.0239600,1.0240500,1.0222000,1.0225600,58416
01/08/22,08:00:00,1.0225200,1.0231600,1.0219000,1.0223500,46620
01/08/22,09:00:00,1.0224000,1.0225800,1.0212000,1.0216000,53727
01/08/22,10:00:00,1.0215200,1.0241000,1.0212000,1.0232000,113925
01/08/22,11:00:00,1.0233100,1.0240800,1.0223000,1.0229700,149968
01/08/22,12:00:00,1.0230000,1.0267700,1.0225000,1.0256000,136916
01/08/22,13:00:00,1.0256000,1.0270100,1.0250000,1.0264000,120209
01/08/22,14:00:00,1.0263600,1.0267600,1.0244000,1.0251900,109219
01/08/22,15:00:00,1.0251100,1.0254400,1.0227000,1.0233100,129651
01/08/22,16:00:00,1.0232300,1.0241000,1.0223000,1.0236100,149821
01/08/22,17:00:00,1.0235300,1.0262700,1.0225000,1.0253500,189438
01/08/22,18:00:00,1.0252700,1.0274900,1.0232200,1.0272700,244735
01/08/22,19:00:00,1.0272500,1.0275300,1.0265000,1.0267900,118940
01/08/22,20:00:00,1.0267900,1.0275000,1.0261000,1.0273900,87621
01/08/22,21:00:00,1.0273900,1.0274300,1.0251000,1.0259600,81420
01/08/22,22:00:00,1.0259400,1.0262300,1.0244000,1.0253800,82480
01/08/22,23:00:00,1.0253800,1.0259600,1.0247000,1.0258000,75590
02/08/22,00:00:00,1.0257500,1.0261600,1.0254000,1.0261000,28567
02/08/22,01:00:00,1.0260600,1.0263000,1.0253700,1.0258700,4825
02/08/22,02:00:00,1.0257700,1.0263400,1.0256400,1.0261600,29269
02/08/22,03:00:00,1.0262000,1.0268800,1.0258000,1.0263000,46032
02/08/22,04:00:00,1.0262300,1.0293900,1.0255000,1.0286500,130957
