<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
26/09/22,11:00:00,0.9640900,0.9701500,0.9640000,0.9678300,308221
26/09/22,12:00:00,0.9678100,0.9689100,0.9657000,0.9684900,226331
26/09/22,13:00:00,0.9684900,0.9697600,0.9637000,0.9645900,187686
26/09/22,14:00:00,0.9645900,0.9654300,0.9629000,0.9640300,204830
26/09/22,15:00:00,0.9639800,0.9653400,0.9615000,0.9637200,228315
26/09/22,16:00:00,0.9637200,0.9689600,0.9626000,0.9668700,279821
26/09/22,17:00:00,0.9669200,0.9682200,0.9648000,0.9673900,263887
26/09/22,18:00:00,0.9674200,0.9676600,0.9632000,0.9647700,297290
26/09/22,19:00:00,0.9647600,0.9656700,0.9606000,0.9619500,336103
26/09/22,20:00:00,0.9619700,0.9629600,0.9604000,0.9621300,258190
26/09/22,21:00:00,0.9621300,0.9622700,0.9596000,0.9601000,204336
26/09/22,22:00:00,0.9600800,0.9618700,0.9596000,0.9610800,175348
26/09/22,23:00:00,0.9610100,0.9627700,0.9603000,0.9608800,195115
27/09/22,00:00:00,0.9608800,0.9620100,0.9603000,0.9609200,79233
27/09/22,01:00:00,0.9609100,0.9610600,0.9603000,0.9609100,10732
27/09/22,02:00:00,0.9606900,0.9615000,0.9581000,0.9606400,54885
27/09/22,03:00:00,0.9607000,0.9624200,0.9603000,0.9619000,63618
27/09/22,04:00:00,0.9619600,0.9638600,0.9615000,0.9634300,115941
27/09/22,05:00:00,0.9633500,0.9641300,0.9620000,0.9628700,119143
27/09/22,06:00:00,0.9628700,0.9634500,0.9620000,0.9633000,91480
27/09/22,07:00:00,0.9632700,0.9645100,0.9627000,0.9640700,76559
27/09/22,08:00:00,0.9640700,0.9645800,0.9632000,0.9636200,68792
27/09/22,09:00:00,0.9636200,0.9655700,0.9631000,0.9650700,98225
27/09/22,10:00:00,0.9651200,0.9671000,0.9640000,0.9643700,188095
27/09/22,11:00:00,0.9644600,0.9667500,0.9636000,0.9647000,218484
27/09/22,12:00:00,0.9646700,0.9647100,0.9617000,0.9624200,179480
27/09/22,13:00:00,0.9623900,0.9628300,0.9604000,0.9607900,155306
27/09/22,14:00:00,0.9607900,0.9647300,0.9603000,0.9626800,171542
27/09/22,15:00:00,0.9627200,0.9652700,0.9616000,0.9638400,168966
27/09/22,16:00:00,0.9638600,0.9648500,0.9616000,0.9622700,206370
27/09/22,17:00:00,0.9621900,0.9643700,0.9613000,0.9623200,279976
27/09/22,18:00:00,0.9622700,0.9633200,0.9595000,0.9622700,313323
27/09/22,19:00:00,0.9622700,0.9628300,0.9590000,0.9614100,259413
27/09/22,20:00:00,0.9614400,0.9615900,0.9565000,0.9580800,201270
27/09/22,21:00:00,0.9580800,0.9586800,0.9567000,0.9584000,179371
27/09/22,22:00:00,0.9584600,0.9601100,0.9577000,0.9599400,119946
27/09/22,23:00:00,0.9599400,0.9599800,0.9582000,0.9594100,132445
28/09/22,00:00:00,0.9594300,0.9597400,0.9586000,0.9593300,51287
28/09/22,01:00:00,0.9592800,0.9597000,0.9586000,0.9596200,12921
28/09/22,02:00:00,0.9595800,0.9599500,0.9582000,0.9586600,36665
28/09/22,03:00:00,0.9587400,0.9597300,0.9580000,0.9595100,68421
28/09/22,04:00:00,0.9595500,0.9600600,0.9564000,0.9572100,122231
28/09/22,05:00:00,0.9572400,0.9576400,0.9551000,0.9559300,176081
28/09/22,06:00:00,0.9559100,0.9564400,0.9538800,0.9548700,155443
28/09/22,07:00:00,0.9548400,0.9564400,0.9546000,0.9557000,119407
28/09/22,08:00:00,0.9557900,0.9562400,0.9540000,0.9549900,108375
28/09/22,09:00:00,0.9550200,0.9559500,0.9544000,0.9555700,128432
28/09/22,10:00:00,0.9555000,0.9570200,0.9532000,0.9538900,195942
28/09/22,11:00:00,0.9538900,0.9587400,0.9535000,0.9577300,259340
28/09/22,12:00:00,0.9577300,0.9588700,0.9542000,0.9556500,223668
28/09/22,13:00:00,0.9555900,0.9562700,0.9534000,0.9544100,194413
28/09/22,14:00:00,0.9543400,0.9602600,0.9536000,0.9574300,408267
28/09/22,15:00:00,0.9574200,0.9575100,0.9547000,0.9565600,298478
28/09/22,16:00:00,0.9565800,0.9596600,0.9557000,0.9584900,318710
28/09/22,17:00:00,0.9583000,0.9637600,0.9572000,0.9604200,330018
28/09/22,18:00:00,0.9604500,0.9638300,0.9590000,0.9631100,336956
28/09/22,19:00:00,0.9630700,0.9688400,0.9621000,0.9679000,274304
28/09/22,20:00:00,0.9679000,0.9708300,0.9675000,0.9701800,211194
28/09/22,21:00:00,0.9701700,0.9746700,0.9697000,0.9729000,191357
28/09/22,22:00:00,0.9730600,0.9750800,0.9720000,0.9744000,131941
28/09/22,23:00:00,0.9744800,0.9744900,0.9718000,0.9731600,124120
29/09/22,00:00:00,0.9732500,0.9738500,0.9725000,0.9733400,52838
29/09/22,01:00:00,0.9732100,0.9739000,0.9729000,0.9731700,8778
29/09/22,02:00:00,0.9733500,0.9736500,0.9715000,0.9718200,54066
29/09/22,03:00:00,0.9718300,0.9724200,0.9700000,0.9705600,73218
29/09/22,04:00:00,0.9704800,0.9713800,0.9686000,0.9689200,122656
29/09/22,05:00:00,0.9689000,0.9699600,0.9680000,0.9684300,121490
29/09/22,06:00:00,0.9685000,0.9687200,0.9671000,0.9680700,99989
29/09/22,07:00:00,0.9681300,0.9688800,0.9676000,0.9685900,78416
29/09/22,08:00:00,0.9685800,0.9689900,0.9680000,0.9685500,68540
29/09/22,09:00:00,0.9685300,0.9687800,0.9651000,0.9664400,138908
29/09/22,10:00:00,0.9664700,0.9673400,0.9653000,0.9664900,187249
29/09/22,11:00:00,0.9665100,0.9676300,0.9632000,0.9655400,258585
29/09/22,12:00:00,0.9655300,0.9666700,0.9638000,0.9665100,221571
29/09/22,13:00:00,0.9665300,0.9706900,0.9660000,0.9693100,226846
29/09/22,14:00:00,0.9693200,0.9719500,0.9679000,0.9715400,196151
29/09/22,15:00:00,0.9715300,0.9746800,0.9708000,0.9722900,208126
29/09/22,16:00:00,0.9722900,0.9728100,0.9680000,0.9687700,278905
29/09/22,17:00:00,0.9687700,0.9749400,0.9681000,0.9741000,310565
29/09/22,18:00:00,0.9740700,0.9770400,0.9715000,0.9765100,325459
29/09/22,19:00:00,0.9765500,0.9789900,0.9755000,0.9773500,252749
29/09/22,20:00:00,0.9772700,0.9797900,0.9766000,0.9776200,171897
29/09/22,21:00:00,0.9776100,0.9790000,0.9766000,0.9780500,128942
29/09/22,22:00:00,0.9780400,0.9797700,0.9772000,0.9791200,127823
29/09/22,23:00:00,0.9791300,0.9809200,0.9783000,0.9800400,150035
30/09/22,00:00:00,0.9800400,0.9815900,0.9793000,0.9815000,79726
30/09/22,01:00:00,0.9815300,0.9824000,0.9805000,0.9816700,8033
30/09/22,02:00:00,0.9817200,0.9844000,0.9812000,0.9814000,73771
30/09/22,03:00:00,0.9817000,0.9838400,0.9811000,0.9829300,81972
30/09/22,04:00:00,0.9829100,0.9833400,0.9813000,0.9825500,121641
30/09/22,05:00:00,0.9824600,0.9829300,0.9806000,0.9809700,122435
30/09/22,06:00:00,0.9809100,0.9816900,0.9791000,0.9809200,126280
30/09/22,07:00:00,0.9808400,0.9812700,0.9794000,0.9799500,94522
30/09/22,08:00:00,0.9799500,0.9807800,0.9794000,0.9798600,76439
30/09/22,09:00:00,0.9799100,0.9828000,0.9796000,0.9823500,123780
30/09/22,10:00:00,0.9824300,0.9833700,0.9787000,0.9799200,213560
30/09/22,11:00:00,0.9799500,0.9838600,0.9793000,0.9832900,253366
30/09/22,12:00:00,0.9833100,0.9853900,0.9826000,0.9832800,254381
30/09/22,13:00:00,0.9832200,0.9838200,0.9793000,0.9797000,203075
30/09/22,14:00:00,0.9797100,0.9804100,0.9751000,0.9761600,208665
30/09/22,15:00:00,0.9761500,0.9768600,0.9737000,0.9746700,188772
30/09/22,16:00:00,0.9746000,0.9784600,0.9732000,0.9754300,293753
30/09/22,17:00:00,0.9752000,0.9777000,0.9731000,0.9774700,326219
30/09/22,18:00:00,0.9774800,0.9809500,0.9750000,0.9794400,362081
30/09/22,19:00:00,0.9794200,0.9818400,0.9779000,0.9781000,261415
30/09/22,20:00:00,0.9782600,0.9790000,0.9767000,0.9790000,147643
30/09/22,21:00:00,0.9789600,0.9800600,0.9779000,0.9793900,123700
30/09/22,22:00:00,0.9794900,0.9815600,0.9788000,0.9806200,125843
30/09/22,23:00:00,0.9807000,0.9812700,0.9788000,0.9801100,162968
01/10/22,00:00:00,0.9801100,0.9810100,0.9795000,0.9802000,55643
01/10/22,01:00:00,0.9800300,0.9800300,0.9800300,0.9800300,1
03/10/22,00:00:00,0.9782400,0.9782400,0.9782400,0.9782400,1
03/10/22,01:00:00,0.9782600,0.9809000,0.9782000,0.9795400,5798
03/10/22,02:00:00,0.9795500,0.9809000,0.9789000,0.9800500,49610
03/10/22,03:00:00,0.9800500,0.9803000,0.9786000,0.9793400,63204
03/10/22,04:00:00,0.9793200,0.9804100,0.9782000,0.9801400,94360
03/10/22,05:00:00,0.9801200,0.9828700,0.9799000,0.9825500,101758
03/10/22,06:00:00,0.9825300,0.9825600,0.9808000,0.9811600,64607
03/10/22,07:00:00,0.9812100,0.9815300,0.9800000,0.9805400,64974
03/10/22,08:00:00,0.9805700,0.9805800,0.9781000,0.9785400,89316
03/10/22,09:00:00,0.9785000,0.9834600,0.9781000,0.9825600,125255
03/10/22,10:00:00,0.9825200,0.9828800,0.9788000,0.9797700,199078
03/10/22,11:00:00,0.9797500,0.9819000,0.9783000,0.9812200,236179
03/10/22,12:00:00,0.9812200,0.9827700,0.9801000,0.9810600,189822
03/10/22,13:00:00,0.9810800,0.9812700,0.9749000,0.9759000,148226
03/10/22,14:00:00,0.9762300,0.9786000,0.9753000,0.9778700,141035
03/10/22,15:00:00,0.9778900,0.9783200,0.9751000,0.9768000,142699
03/10/22,16:00:00,0.9768000,0.9781000,0.9752000,0.9764900,179140
03/10/22,17:00:00,0.9765600,0.9783500,0.9754000,0.9767300,226880
03/10/22,18:00:00,0.9766500,0.9827800,0.9765700,0.9813700,322327
03/10/22,19:00:00,0.9813700,0.9844700,0.9802000,0.9807800,221601
03/10/22,20:00:00,0.9807700,0.9818300,0.9792000,0.9807900,157919
03/10/22,21:00:00,0.9807900,0.9810200,0.9785000,0.9794400,125473
03/10/22,22:00:00,0.9794100,0.9821200,0.9785000,0.9816000,131719
03/10/22,23:00:00,0.9816500,0.9828700,0.9801000,0.9828600,139400
04/10/22,00:00:00,0.9828600,0.9829000,0.9817000,0.9824800,66250
04/10/22,01:00:00,0.9825300,0.9826000,0.9813000,0.9821000,5398
04/10/22,02:00:00,0.9821700,0.9831600,0.9817000,0.9828000,42679
04/10/22,03:00:00,0.9828800,0.9837600,0.9825000,0.9833700,74295
04/10/22,04:00:00,0.9833700,0.9837900,0.9816000,0.9826700,92595
04/10/22,05:00:00,0.9826400,0.9829500,0.9808000,0.9811400,82652
04/10/22,06:00:00,0.9811600,0.9830200,0.9802000,0.9828000,87623
04/10/22,07:00:00,0.9828000,0.9845400,0.9820000,0.9842200,122441
04/10/22,08:00:00,0.9842400,0.9843400,0.9825000,0.9832400,96512
04/10/22,09:00:00,0.9832800,0.9849400,0.9824000,0.9843900,109889
04/10/22,10:00:00,0.9844000,0.9872100,0.9836000,0.9870400,183983
04/10/22,11:00:00,0.9870500,0.9896000,0.9862000,0.9874000,224704
04/10/22,12:00:00,0.9875300,0.9880300,0.9864000,0.9874400,172251
04/10/22,13:00:00,0.9874000,0.9884400,0.9851000,0.9878900,174940
04/10/22,14:00:00,0.9878900,0.9903900,0.9876000,0.9891100,152556
04/10/22,15:00:00,0.9890800,0.9898300,0.9875000,0.9890200,169461
04/10/22,16:00:00,0.9890500,0.9934600,0.9884000,0.9924000,221133
04/10/22,17:00:00,0.9923900,0.9930800,0.9908000,0.9928400,227524
04/10/22,18:00:00,0.9929100,0.9958200,0.9927000,0.9956700,262923
04/10/22,19:00:00,0.9956700,0.9979900,0.9953000,0.9976300,176470
04/10/22,20:00:00,0.9976400,0.9993800,0.9964000,0.9969900,150283
04/10/22,21:00:00,0.9969700,0.9974300,0.9959000,0.9974300,131326
04/10/22,22:00:00,0.9974300,0.9998900,0.9965000,0.9997100,109855
04/10/22,23:00:00,0.9997700,0.9999700,0.9975000,0.9990200,171051
05/10/22,00:00:00,0.9990200,0.9993600,0.9982000,0.9985700,91538
05/10/22,01:00:00,0.9985500,0.9987200,0.9981700,0.9983200,4435
05/10/22,02:00:00,0.9983100,0.9985800,0.9979000,0.9983100,35436
05/10/22,03:00:00,0.9982700,0.9985300,0.9978000,0.9983400,62724
05/10/22,04:00:00,0.9983800,0.9990100,0.9969000,0.9975800,99653
05/10/22,05:00:00,0.9976100,0.9990800,0.9963000,0.9965200,141857
05/10/22,06:00:00,0.9964000,0.9974800,0.9958000,0.9967300,127772
05/10/22,07:00:00,0.9967200,0.9971500,0.9958000,0.9969300,83411
05/10/22,08:00:00,0.9968900,0.9971600,0.9959000,0.9966000,67079
05/10/22,09:00:00,0.9965700,0.9979000,0.9961000,0.9963100,95136
05/10/22,10:00:00,0.9963100,0.9994900,0.9960000,0.9977600,150751
05/10/22,11:00:00,0.9977600,0.9978300,0.9935000,0.9939000,209070
05/10/22,12:00:00,0.9939800,0.9948300,0.9921000,0.9947100,176408
05/10/22,13:00:00,0.9947100,0.9951900,0.9919000,0.9930500,133654
05/10/22,14:00:00,0.9930400,0.9931700,0.9910000,0.9924000,126906
05/10/22,15:00:00,0.9923500,0.9927300,0.9898000,0.9904500,139334
05/10/22,16:00:00,0.9905000,0.9923100,0.9891000,0.9910700,185196
05/10/22,17:00:00,0.9911200,0.9914200,0.9864000,0.9877500,225132
05/10/22,18:00:00,0.9877300,0.9877500,0.9833000,0.9854700,306121
05/10/22,19:00:00,0.9854700,0.9872600,0.9848000,0.9865600,165713
05/10/22,20:00:00,0.9865300,0.9876300,0.9858000,0.9863000,120089
05/10/22,21:00:00,0.9863100,0.9881600,0.9858000,0.9875400,111767
05/10/22,22:00:00,0.9874900,0.9895400,0.9872000,0.9894700,115438
05/10/22,23:00:00,0.9894700,0.9897000,0.9881000,0.9885200,128553
06/10/22,00:00:00,0.9885300,0.9889900,0.9880000,0.9883000,70409
06/10/22,01:00:00,0.9874000,0.9888000,0.9873000,0.9883800,9849
06/10/22,02:00:00,0.9883400,0.9890400,0.9880800,0.9889200,41477
06/10/22,03:00:00,0.9889000,0.9912200,0.9886000,0.9911800,72362
06/10/22,04:00:00,0.9911500,0.9926300,0.9906000,0.9916100,103075
06/10/22,05:00:00,0.9916800,0.9919600,0.9901000,0.9910900,119727
06/10/22,06:00:00,0.9910900,0.9919200,0.9903000,0.9915100,95027
06/10/22,07:00:00,0.9914800,0.9926500,0.9911000,0.9916300,83535
06/10/22,08:00:00,0.9916600,0.9921100,0.9908000,0.9921000,68628
06/10/22,09:00:00,0.9920200,0.9926100,0.9911000,0.9920000,86937
06/10/22,10:00:00,0.9920000,0.9922700,0.9892000,0.9896200,156131
06/10/22,11:00:00,0.9896200,0.9920600,0.9893000,0.9910600,215347
06/10/22,12:00:00,0.9910100,0.9912900,0.9873000,0.9888600,195055
06/10/22,13:00:00,0.9888600,0.9902700,0.9883000,0.9888500,164213
06/10/22,14:00:00,0.9888800,0.9894500,0.9873000,0.9885100,158403
06/10/22,15:00:00,0.9885100,0.9893300,0.9856000,0.9868600,177659
06/10/22,16:00:00,0.9868000,0.9882300,0.9854000,0.9868700,179219
06/10/22,17:00:00,0.9868100,0.9870700,0.9817000,0.9828800,264411
06/10/22,18:00:00,0.9829000,0.9844600,0.9817000,0.9840600,299718
06/10/22,19:00:00,0.9840700,0.9844700,0.9802000,0.9803000,216583
06/10/22,20:00:00,0.9804700,0.9810500,0.9786000,0.9802300,187389
06/10/22,21:00:00,0.9802200,0.9816900,0.9798000,0.9816400,137413
06/10/22,22:00:00,0.9816500,0.9816800,0.9791000,0.9791600,145917
06/10/22,23:00:00,0.9792200,0.9801400,0.9788000,0.9796300,153929
07/10/22,00:00:00,0.9796100,0.9802400,0.9788000,0.9790300,77418
07/10/22,01:00:00,0.9791100,0.9798100,0.9784500,0.9791500,26552
07/10/22,02:00:00,0.9790700,0.9797700,0.9788500,0.9792300,37595
07/10/22,03:00:00,0.9792500,0.9797100,0.9785000,0.9788800,59401
07/10/22,04:00:00,0.9788800,0.9797700,0.9785000,0.9792300,99060
07/10/22,05:00:00,0.9793300,0.9799100,0.9785000,0.9798000,93180
07/10/22,06:00:00,0.9797800,0.9812000,0.9792000,0.9807300,77385
07/10/22,07:00:00,0.9807300,0.9811700,0.9800000,0.9804500,68005
07/10/22,08:00:00,0.9805000,0.9807300,0.9790000,0.9791700,63168
07/10/22,09:00:00,0.9791100,0.9804100,0.9790000,0.9801100,75007
07/10/22,10:00:00,0.9800400,0.9801300,0.9764000,0.9780800,166573
07/10/22,11:00:00,0.9781200,0.9809100,0.9780000,0.9797000,188912
07/10/22,12:00:00,0.9798400,0.9817000,0.9792000,0.9800000,166986
07/10/22,13:00:00,0.9801400,0.9811100,0.9790000,0.9806100,139245
07/10/22,14:00:00,0.9806000,0.9808400,0.9789000,0.9796500,127267
07/10/22,15:00:00,0.9796700,0.9804700,0.9785000,0.9787200,116833
07/10/22,16:00:00,0.9786900,0.9803400,0.9725000,0.9749800,288678
07/10/22,17:00:00,0.9749800,0.9769300,0.9740000,0.9748700,331292
07/10/22,18:00:00,0.9747900,0.9791400,0.9743000,0.9786000,305292
07/10/22,19:00:00,0.9785400,0.9790200,0.9769000,0.9783900,221422
07/10/22,20:00:00,0.9783600,0.9784400,0.9754000,0.9760400,152043
07/10/22,21:00:00,0.9761200,0.9769400,0.9754000,0.9756800,104621
07/10/22,22:00:00,0.9756900,0.9763200,0.9732000,0.9734700,105538
07/10/22,23:00:00,0.9735500,0.9740100,0.9729000,0.9738300,125852
08/10/22,00:00:00,0.9738800,0.9743100,0.9734000,0.9736000,57017
08/10/22,01:00:00,0.9739900,0.9741000,0.9739900,0.9741000,2
09/10/22,21:00:00,0.9741000,0.9741000,0.9741000,0.9741000,3
09/10/22,22:00:00,0.9725000,0.9727200,0.9725000,0.9727000,13
09/10/22,23:00:00,0.9732000,0.9735400,0.9731800,0.9735000,89
10/10/22,00:00:00,0.9734700,0.9736700,0.9732000,0.9732000,107
10/10/22,01:00:00,0.9732600,0.9738400,0.9730000,0.9736500,8803
10/10/22,02:00:00,0.9736700,0.9739900,0.9727000,0.9731100,55913
10/10/22,03:00:00,0.9730800,0.9737100,0.9726000,0.9734000,70967
10/10/22,04:00:00,0.9733800,0.9741400,0.9723000,0.9737800,98486
10/10/22,05:00:00,0.9737500,0.9753500,0.9735000,0.9749400,105388
10/10/22,06:00:00,0.9750100,0.9750500,0.9739000,0.9744800,72422
10/10/22,07:00:00,0.9745100,0.9746200,0.9731000,0.9737700,63670
10/10/22,08:00:00,0.9737000,0.9741000,0.9731000,0.9739400,61174
10/10/22,09:00:00,0.9739400,0.9743500,0.9714000,0.9716700,91606
10/10/22,10:00:00,0.9716100,0.9733700,0.9715000,0.9718500,124773
10/10/22,11:00:00,0.9719000,0.9733200,0.9698000,0.9706400,181295
10/10/22,12:00:00,0.9706800,0.9709000,0.9680000,0.9688400,158565
10/10/22,13:00:00,0.9688400,0.9709300,0.9686000,0.9705900,149946
10/10/22,14:00:00,0.9706400,0.9709500,0.9687000,0.9692700,116117
10/10/22,15:00:00,0.9691900,0.9706700,0.9686000,0.9697000,126999
10/10/22,16:00:00,0.9696900,0.9719300,0.9692000,0.9714400,143266
10/10/22,17:00:00,0.9714400,0.9721800,0.9692000,0.9699700,198762
10/10/22,18:00:00,0.9699400,0.9745600,0.9694000,0.9701700,254851
10/10/22,19:00:00,0.9702400,0.9705000,0.9683000,0.9702400,187019
10/10/22,20:00:00,0.9702500,0.9704700,0.9688000,0.9691600,130871
10/10/22,21:00:00,0.9691800,0.9718500,0.9684000,0.9713100,156648
10/10/22,22:00:00,0.9712700,0.9723900,0.9701000,0.9703300,117401
10/10/22,23:00:00,0.9703400,0.9709600,0.9700000,0.9702100,117793
11/10/22,00:00:00,0.9702100,0.9707300,0.9697000,0.9701800,32406
11/10/22,01:00:00,0.9701800,0.9704700,0.9698000,0.9701600,23893
11/10/22,02:00:00,0.9701600,0.9708800,0.9699000,0.9708400,30869
11/10/22,03:00:00,0.9708000,0.9711500,0.9706000,0.9710400,46087
11/10/22,04:00:00,0.9710900,0.9723000,0.9697000,0.9720000,109305
11/10/22,05:00:00,0.9720100,0.9721300,0.9690000,0.9696800,141285
11/10/22,06:00:00,0.9696800,0.9699900,0.9679000,0.9686600,133040
11/10/22,07:00:00,0.9686600,0.9695900,0.9680000,0.9681600,92373
11/10/22,08:00:00,0.9682000,0.9685400,0.9669000,0.9677100,86225
11/10/22,09:00:00,0.9676800,0.9687600,0.9674000,0.9685600,88076
11/10/22,10:00:00,0.9685800,0.9702900,0.9673000,0.9690300,182114
11/10/22,11:00:00,0.9690300,0.9725000,0.9687000,0.9699000,238957
11/10/22,12:00:00,0.9698200,0.9720000,0.9695000,0.9707600,179159
11/10/22,13:00:00,0.9707600,0.9719100,0.9695000,0.9699400,155579
11/10/22,14:00:00,0.9698800,0.9719400,0.9690000,0.9717500,161044
11/10/22,15:00:00,0.9717500,0.9738000,0.9713000,0.9724500,178059
11/10/22,16:00:00,0.9724600,0.9732700,0.9716000,0.9719900,183373
11/10/22,17:00:00,0.9719400,0.9721600,0.9698000,0.9702000,219128
11/10/22,18:00:00,0.9701800,0.9719900,0.9689000,0.9707300,259934
11/10/22,19:00:00,0.9707300,0.9763100,0.9706000,0.9755400,202655
11/10/22,20:00:00,0.9756200,0.9774700,0.9742000,0.9765500,175444
11/10/22,21:00:00,0.9765500,0.9766800,0.9747000,0.9751600,141309
11/10/22,22:00:00,0.9752400,0.9753100,0.9705000,0.9708700,163014
11/10/22,23:00:00,0.9709000,0.9714500,0.9692000,0.9710000,216183
12/10/22,00:00:00,0.9709900,0.9712200,0.9700000,0.9704000,57658
12/10/22,01:00:00,0.9707100,0.9707200,0.9700600,0.9702700,13072
12/10/22,02:00:00,0.9702700,0.9718100,0.9702000,0.9713500,38519
12/10/22,03:00:00,0.9713200,0.9714200,0.9697000,0.9700100,47386
12/10/22,04:00:00,0.9700200,0.9710400,0.9689000,0.9702900,128323
12/10/22,05:00:00,0.9703200,0.9712200,0.9681000,0.9690000,134087
12/10/22,06:00:00,0.9690900,0.9699400,0.9681000,0.9698000,99410
12/10/22,07:00:00,0.9698600,0.9700600,0.9691000,0.9697900,74983
12/10/22,08:00:00,0.9698200,0.9735100,0.9695000,0.9714600,154067
12/10/22,09:00:00,0.9714000,0.9724100,0.9704000,0.9720300,110467
12/10/22,10:00:00,0.9720300,0.9733000,0.9714000,0.9721300,183345
12/10/22,11:00:00,0.9721400,0.9726500,0.9694900,0.9707100,257651
